--- Atoms: 
T('4139', '1206') Truth=[0.59]
T('4976', '315') Truth=[0.29]
T('4309', '4299') Truth=[0]
T('2932', '4812') Truth=[0.24]
T('668', '3816') Truth=[0.67]
T('4234', '3772') Truth=[0.29]
T('1883', '4129') Truth=[0.57]
T('4234', '3771') Truth=[0.39]
T('1587', '4130') Truth=[0.13]
T('1643', '410') Truth=[0.18]
T('4548', '4076') Truth=[0.54]
T('1640', '3048') Truth=[0.34]
T('1497', '2541') Truth=[0.34]
T('3422', '4202') Truth=[0.27]
T('1789', '3950') Truth=[0.19]
T('89', '3928') Truth=[0]
T('167', '158') Truth=[0.67]
T('4504', '620') Truth=[0.31]
T('2740', '4477') Truth=[0.57]
T('2932', '4827') Truth=[0.24]
T('4234', '3767') Truth=[0.37]
T('1411', '1389') Truth=[0.67]
T('4234', '3768') Truth=[0.33]
T('2229', '3950') Truth=[0.19]
T('167', '160') Truth=[0.67]
T('1069', '1021') Truth=[0.38]
T('1069', '1022') Truth=[0.44]
T('2744', '1399') Truth=[0]
T('2557', '4015') Truth=[0]
T('3835', '709') Truth=[0]
T('4234', '3766') Truth=[0.34]
T('1789', '2650') Truth=[0.67]
T('2678', '4341') Truth=[0.51]
T('1644', '410') Truth=[0.07]
T('556', '1621') Truth=[0.24]
T('1787', '2673') Truth=[0]
T('3234', '2075') Truth=[0.51]
T('3259', '1322') Truth=[0.51]
T('2025', '4120') Truth=[0.67]
T('2755', '2527') Truth=[0]
T('2852', '2291') Truth=[0.59]
T('1394', '1545') Truth=[0]
T('1368', '2345') Truth=[0.26]
T('4757', '3764') Truth=[0]
T('4245', '1884') Truth=[0.32]
T('704', '3403') Truth=[0]
T('2335', '2215') Truth=[0.58]
T('4756', '3764') Truth=[0]
T('570', '2712') Truth=[0.37]
T('1006', '3530') Truth=[0.23]
T('2229', '3923') Truth=[0.17]
T('2229', '3926') Truth=[0.21]
T('4506', '4504') Truth=[0.42]
T('4546', '4081') Truth=[0.43]
T('3928', '4472') Truth=[0.5]
T('3090', '642') Truth=[0.57]
T('2007', '495') Truth=[0.53]
T('3246', '620') Truth=[0.67]
T('2932', '4801') Truth=[0.24]
T('2279', '3340') Truth=[0.58]
T('3395', '2760') Truth=[0.67]
T('1976', '1712') Truth=[0.53]
T('2744', '4405') Truth=[0.36]
T('1702', '1497') Truth=[0.67]
# Atoms: 3897
